,PET,VPD,air_temp,doy,precip,soil_temp,sw_in,wind_speed,year,wp_RNET,wp_ch4_gf,wp_co2_gf,wp_er,wp_gpp,wp_h,wp_le,wp_evi,wp_lswi2,wp_ndvi,wp_LST.day,wp_LST.night,LW_IN.wp,LW_IN.si,LW_IN
14,6.49,0.814489375157,19.2666666667,209,0.0,21.2041666667,27.5184,4.75416666667,2012,19.4399758175,1853.52281563,-71.9727945299,29.7311293473,-101.703923877,2.34252437603,14.6387156911,0.42074372425,0.503063950938,0.638610241688,29.5530403844,17.2740492755,29.4092447788,24.6753112435,29.4092447788
15,6.83,0.953595871195,20.3791666667,210,0.0,21.325,28.422,3.78333333333,2012,19.2256204219,1848.63525211,-66.7405537854,31.121072032,-97.8616258174,1.35780562528,15.4366477676,0.4211852685,0.504297338875,0.640231138375,29.5430158038,17.2657883497,29.6560243565,24.9905546076,29.6560243565
16,6.7,1.08096613897,21.4666666667,211,0.0,21.475,28.4184,3.47916666667,2012,19.0767322915,1877.65619075,-67.3190397677,30.9937740666,-98.3128138343,1.38420956125,15.6316080363,0.42162681275,0.505530726812,0.641852035062,29.5512549708,17.2557638745,29.9457263954,25.111793784,29.9457263954
17,6.65,1.40191486971,23.5416666667,212,0.0,21.7291666667,28.6956,2.05833333333,2012,19.7395479013,1611.08798442,-62.0434799549,28.3746459185,-90.4181258734,0.548144298192,16.058261588,0.422068357,0.50676411475,0.64347293175,30.47,17.67,31.1257919661,26.0735378551,31.1257919661
18,6.97,1.4352828649,24.2041666667,213,0.0,22.1666666667,28.3356,2.40833333333,2012,19.3125182446,1781.52465528,-58.2075105694,29.5066485977,-87.7141591671,-0.0215400542797,17.0461727629,0.42250990125,0.507997502687,0.645093828438,29.6103589143,17.2304242756,31.1549998559,26.0124468257,31.1549998559
19,6.99,1.3343299968,22.8125,214,0.0,22.1375,28.7964,2.64583333333,2012,19.0922277184,2210.61964689,-54.612742426,32.7087528595,-87.3214952855,-0.197129812248,16.65797948,0.4229514455,0.509230890625,0.646714725125,29.6368924235,17.2151091519,30.0604797451,24.6842235099,30.0604797451
20,6.88,1.36622419598,23.05,215,0.0,22.1,28.4076,2.6,2012,19.171193202,2455.07410019,-53.5186521624,31.6580404337,-85.1766925961,-0.0696143075011,16.2671946965,0.42339298975,0.510464278562,0.648335621813,29.6573584131,17.1980304787,30.4706167619,25.2677920084,30.4706167619
21,6.85,0.995313101448,20.7083333333,216,0.0,22.0875,27.8028,4.07916666667,2012,18.2003886145,2561.2609447,-69.2379554725,33.6485903717,-102.886545844,0.981567033897,16.8241363051,0.423834534,0.5116976665,0.6499565185,29.6717568832,17.179188256,30.1577115939,25.4492702509,30.1577115939
22,3.75,0.47111037067,17.0208333333,217,0.0,21.4833333333,15.318,5.04583333333,2012,11.1318058137,1769.4608848,-51.7780421561,31.5359908917,-83.3140330478,1.03080956574,7.75065741961,0.42427607825,0.512931054437,0.651577415188,29.6800878336,17.1585824838,31.1525532141,29.1998453951,31.1525532141
23,6.24,0.631345887818,19.1416666667,218,0.0,21.0875,27.3816,5.48333333333,2012,18.8943508225,1619.34420056,-84.48371735,31.0729478854,-115.556665235,3.32593821224,13.0806237599,0.4247176225,0.514164442375,0.653198311875,29.6823512645,17.1362131622,30.2731869281,26.3482271817,30.2731869281
24,6.65,1.08806050812,21.3083333333,219,0.0,21.1666666667,28.152,4.1625,2012,18.5861274112,1670.08557155,-69.2567269196,31.0062783262,-100.263005246,0.709007270055,15.9057578322,0.42515916675,0.515397830312,0.654819208562,29.6785471759,17.112080291,30.1270765935,25.3732734767,30.1270765935
25,7.43,1.33629093391,22.8958333333,220,0.0,21.4833333333,28.0296,3.875,2012,18.5742314109,1683.99302706,-63.364070824,32.6449387236,-96.0090095476,-1.07232490813,17.8541834456,0.425600711,0.51663121825,0.65644010525,30.55,16.75,30.5857887892,25.7171509477,30.5857887892
26,6.99,1.6298505267,24.4916666667,221,0.0,21.6083333333,28.368,2.73333333333,2012,18.3916128252,1487.776839,-62.5829920724,28.5049068503,-91.0878989227,-0.675483059004,17.3273590434,0.42604225525,0.517864606187,0.658061001938,29.6527364398,17.0585239001,30.8827338477,25.2978143272,30.8827338477
27,6.8,1.69626082389,25.4166666667,222,0.0,21.9291666667,27.81,2.1625,2012,18.4150554568,1538.13100859,-60.8002022623,26.9279905252,-87.7281927875,-0.863307522487,17.4236221523,0.4264837995,0.519097994125,0.659681898625,29.6307297924,17.0291003804,31.8243092288,26.3845657831,31.8243092288
28,7.04,1.76353351186,26.1125,223,0.0,22.2833333333,27.7956,2.52083333333,2012,18.3427364344,1509.96545184,-60.3598855313,27.1923403029,-87.5522258343,-1.18777687779,17.3246472539,0.42692534375,0.520331382062,0.661302795313,29.6026556254,16.9979133113,31.9666624259,26.6616904804,31.9666624259
29,6.73,1.69802487265,25.4416666667,224,0.0,22.2875,27.2556,2.17916666667,2012,18.2817302028,1727.34862973,-57.9359969145,27.0896821511,-85.0256790656,-0.995367603802,16.5155364307,0.427366888,0.52156477,0.662923692,29.5685139389,16.9649626926,32.2135611924,27.0218462546,32.2135611924
30,7.09,1.59163139082,24.5291666667,225,0.0,22.3666666667,26.3052,3.09583333333,2012,18.273598751,1821.44067964,-68.8838320227,28.8923784382,-97.7762104609,-0.985154519871,18.3008715403,0.427425658812,0.521686478563,0.662211995562,29.5283047328,16.9302485244,32.6227076042,28.2925455822,32.6227076042
31,7.65,1.97518104203,26.9833333333,226,0.0,22.3791666667,25.7688,3.42083333333,2012,18.3707763907,1919.31260931,-56.8270533621,28.9655748246,-85.7926281867,-2.49819647749,18.6173988237,0.427484429625,0.521808187125,0.661500299125,29.4820280071,16.8937708068,34.1430540336,29.9702533642,34.1430540336
32,7.28,1.51908165432,24.2541666667,227,0.0,22.4,22.3056,4.55416666667,2012,16.3920577218,2556.87284334,-61.6058697197,32.5410135266,-94.1468832463,-3.04604383644,18.4756324671,0.427543200437,0.521929895688,0.660788602688,29.4296837618,16.8555295396,33.8032271475,30.6893823597,33.8032271475
33,6.91,1.04094392026,21.1666666667,228,0.0,22.0041666667,26.0604,5.14166666667,2012,18.5232656063,2886.50302101,-68.2243471761,33.3023137559,-101.526660932,0.951057154654,17.3014395594,0.42760197125,0.52205160425,0.66007690625,28.23,17.85,32.0250457282,28.4814447054,32.0250457282
34,6.95,1.14520703017,21.6375,229,0.0,21.7,26.73,5.00416666667,2012,17.7097231657,3067.82085249,-67.9504891419,33.9296999046,-101.880189047,-0.443757021621,17.1526729636,0.427660742062,0.522173312813,0.659365209813,29.3067927126,16.7737563568,30.871625245,26.5310364162,30.871625245
35,7.53,1.29676435431,22.2,230,0.0,21.5666666667,26.4276,5.125,2012,17.2947792028,3139.54460163,-62.4983283139,35.0805941826,-97.5789224965,-1.53815817557,17.9787248177,0.427719512875,0.522295021375,0.658653513375,29.2362459086,16.7302244412,30.9992026953,27.0102349241,30.9992026953
36,7.51,1.52340364243,24.0416666667,231,0.0,21.6,23.1516,4.5,2012,16.4736172628,2152.39838945,-48.081979382,32.4243326205,-80.5063120025,-3.71421180524,17.0825171928,0.427778283687,0.522416729937,0.657941816937,29.159631585,16.684928976,32.9264023283,29.5294783621,32.9264023283
37,7.24,1.18473703274,21.5791666667,232,0.0,21.4583333333,26.8668,4.72916666667,2012,17.0995471845,2386.58021389,-68.9626658766,32.7834297437,-101.74609562,-0.94089765073,17.7712368281,0.4278370545,0.5225384385,0.6572301205,29.0769497419,16.6378699614,30.3114413297,25.9634208386,30.3114413297
38,6.43,1.19108706421,21.8875,233,0.0,21.375,26.334,3.1875,2012,16.8338509794,2280.24846453,-67.937609381,30.0020519517,-97.9396613327,0.297890040321,15.7605734391,0.427895825312,0.522660147063,0.656518424063,28.9882003792,16.5890473972,30.5612062741,26.0991880729,30.5612062741
39,6.54,1.07505800488,21.1166666667,234,0.0,21.35,25.92,3.62083333333,2012,15.4764417298,2331.18561682,-63.7548815796,32.1455566149,-95.9004381945,-0.797592956426,15.7069635701,0.427954596125,0.522781855625,0.655806727625,28.8933834969,16.5384612836,30.0870736219,25.7599166574,30.0870736219
40,6.21,0.940873677793,20.7833333333,235,0.0,21.275,26.01,3.72083333333,2012,16.7082847518,2344.89482222,-68.7491759473,31.4808992556,-100.230075203,0.839712389207,15.0791872439,0.428013366937,0.522903564188,0.655095031188,28.7924990951,16.4861116205,30.2914984831,25.876060552,30.2914984831
41,5.79,0.825289978512,20.0583333333,236,0.0,21.2833333333,25.776,3.175,2012,16.5620860555,2448.6085527,-74.1749496593,30.4884430127,-104.663392672,2.39739895568,12.7979058479,0.42807213775,0.52302527275,0.65438333475,27.91,16.05,30.1218335793,25.7869393227,30.1218335793
42,6.28,1.07303974216,20.55,237,0.0,21.1875,26.2404,3.14166666667,2012,16.5951881919,2585.03745971,-57.0515850368,31.1511983105,-88.2027833473,-0.0196267052043,13.6140250565,0.428130908563,0.523146981313,0.653671638312,28.5743677007,16.3761216457,29.7945354386,24.9869179363,29.7945354386
43,5.72,0.669461537687,17.8041666667,238,0.0,20.9291666667,25.0632,4.42083333333,2012,16.4457951948,2793.07719824,-53.4326685759,33.4816685533,-86.9143371292,2.28984750593,10.5580306967,0.428189679375,0.523268689875,0.652959941875,28.4608006443,16.3184813341,29.7098781021,25.8245837626,29.7098781021
44,5.82,0.66625194509,17.4875,239,0.0,20.5416666667,25.722,4.54583333333,2012,16.3044545695,2598.99981821,-51.9574310139,33.5359864481,-85.493417462,1.72594497626,10.0141039898,0.428248450188,0.523390398438,0.652248245438,28.3448460045,16.259077473,28.7025917281,24.548690973,28.7025917281
45,5.45,1.03432391539,21.0458333333,240,0.0,20.55,25.8876,2.69583333333,2012,15.9383901098,2403.97311823,-55.1794950096,29.4307099662,-84.6102049758,0.892151102264,12.650222368,0.428307221,0.523512107,0.651536549,28.2265037812,16.1979100623,29.8363196336,25.2141903628,29.8363196336
46,6.57,1.33774818336,23.0416666667,241,0.0,20.9875,25.776,3.22916666667,2012,16.0323327827,2158.40825731,-52.6531689743,28.5204013844,-81.1735703587,-1.23113475617,13.3426894749,0.4271665165,0.523451002438,0.650453327687,28.1057739744,16.1349791022,30.4845101501,25.7663311025,30.4845101501
47,5.88,1.36786551828,22.7166666667,242,0.0,21.0458333333,25.884,2.2125,2012,-1.36286910109,2018.92517493,-53.8182396276,29.1588357492,-82.9770753768,-1.30442276389,14.2063383637,0.426025812,0.523389897875,0.649370106375,27.9826565842,16.0702845926,29.2585760424,25.6513498903,29.2585760424
48,6.24,1.34509030557,22.0333333333,243,0.0,21.3,25.3692,2.6625,2012,9.45929696249,2067.55887008,-50.3680426721,29.6117341285,-79.9797768006,-1.92496342203,13.6750237862,0.4248851075,0.523328793313,0.648286885062,27.8571516106,16.0038265335,31.8799257857,25.6007058025,31.8799257857
49,5.05,0.474697923171,16.1,244,0.0,20.975,25.1136,3.82916666667,2012,15.4177533682,2292.24898533,-55.3669602111,31.8111345392,-87.1780947503,3.67222367779,8.68393084122,0.423744403,0.52326768875,0.64720366375,29.15,15.11,27.9898050868,24.0679276683,27.9898050868
50,4.63,0.607963919482,17.2416666667,245,0.0,20.4875,24.3504,2.2125,2012,15.324590048,2089.08936935,-54.7116410462,29.0010604371,-83.7127014833,3.47397930693,9.19576801307,0.4226036985,0.523206584187,0.646120442437,27.5989789129,15.8660897503,28.9163958332,26.0924349075,28.9163958332
51,5.3,1.17022758423,20.8375,246,0.0,20.6,24.7788,1.69583333333,2012,15.7689623096,1636.64141831,-48.9619883496,25.6859829855,-74.647971335,0.787468420496,11.4875232855,0.421462994,0.523145479625,0.645037221125,27.4663111889,15.7957509933,30.1837213435,25.839827532,30.1837213435
52,5.48,1.33147870053,21.7166666667,247,0.0,20.7125,24.7824,1.525,2012,15.8222732167,1550.23034596,-48.5928783886,25.2589811726,-73.8518595612,0.04394253982,12.3125158958,0.4203222895,0.523084375063,0.643953999813,27.3312558814,15.7245886539,30.6452861575,25.8942638524,30.6452861575
53,5.68,1.27975148131,21.5416666667,248,0.0,20.7833333333,24.21,2.62083333333,2012,15.0114363865,2150.78122959,-45.59173171,29.3058212784,-74.8975529884,-0.608667725234,12.1778392777,0.419181585,0.5230232705,0.6428707785,27.1938129905,15.652602732,30.1500278745,25.3373645465,30.1500278745
54,4.54,0.918281856149,19.3333333333,249,0.0,20.6958333333,17.2476,3.375,2012,10.6056481779,2606.84588826,-38.1002876911,31.8368449115,-69.9371326025,-0.19294207759,9.30836733857,0.4180408805,0.522962165938,0.641787557188,27.0539825161,15.5797932277,31.5598625108,29.0377739771,31.5598625108
55,5.34,0.901849617767,19.1916666667,250,0.0,20.6,22.356,3.95416666667,2012,14.4866678525,2710.02068829,-44.4268949118,33.4202613562,-77.847156268,0.741784657021,10.8459860466,0.416900176,0.522901061375,0.640704335875,26.9117644583,15.506160141,30.7530257903,27.4056870098,30.7530257903
56,5.74,1.07456160716,19.8916666667,251,0.0,20.5125,22.8708,3.93333333333,2012,15.5497450957,2629.7370515,-48.0021636229,33.1611143835,-81.1632780064,0.448163998367,12.1474320288,0.4157594715,0.522839956813,0.639621114563,26.767158817,15.4317034718,31.2636600075,28.2555585907,31.2636600075
57,6.16,1.07087586329,20.1375,252,0.0,20.5291666667,22.8132,4.5125,2012,14.8349936108,2278.21659336,-49.0051111104,34.7509487476,-83.756059858,-0.72114563948,12.0950290436,0.414618767,0.52277885225,0.63853789325,26.27,14.97,30.8572261822,27.3775308321,30.8572261822
58,6.16,1.10745037771,19.9833333333,253,0.0,20.3791666667,23.8212,4.17916666667,2012,14.4109779398,2064.12764247,-45.6709233369,33.0421025231,-78.71302586,-0.775251407222,11.3651838274,0.4134780625,0.522717747688,0.637454671938,26.4770028914,15.2803193861,29.4701260447,25.4823624346,29.4701260447
59,5.11,1.04789905003,19.9625,254,0.0,20.325,23.6484,2.30833333333,2012,14.2573632787,2251.52608929,-47.1845597821,28.9027252877,-76.0872850699,0.675294883198,10.901691029,0.412337358,0.522656643125,0.636371450625,26.3438888219,15.2033919696,29.3870211626,24.9625021012,29.3870211626
60,5.13,1.12071534911,20.9,255,0.0,20.4166666667,23.2056,2.53333333333,2012,13.895315084,2742.23694206,-40.9901815824,30.2885461085,-71.2787276909,-0.0711791466942,11.1071315046,0.4111966535,0.522595538562,0.635288229313,26.2208233837,15.1256409707,29.8379745437,25.4893693487,29.8379745437
61,5.15,0.979470382003,20.4625,256,0.0,20.9791666667,22.5828,3.075,2012,14.1271013171,2598.97667551,-43.1109441814,30.969970269,-74.0809144503,1.1160418068,9.91036408793,0.410055949,0.522534434,0.634205008,26.1078065768,15.0470663893,30.3415348806,26.4394699313,30.3415348806
62,5.13,1.26800874896,23.1833333333,257,0.0,21.1333333333,21.3876,2.65416666667,2012,12.6019348156,1981.09506806,-38.3258321739,27.6864171567,-66.0122493307,-1.12292766834,10.8060873153,0.409042964125,0.521402341187,0.631541066437,26.0048384012,14.9676682255,31.8525863166,28.2906052266,31.8525863166
63,5.37,1.00335722135,20.7833333333,258,0.0,21.25,21.708,3.775,2012,13.2240697841,1841.22885134,-44.7791263429,31.5901795333,-76.3693058763,0.0262146062859,10.5425108167,0.40802997925,0.520270248375,0.628877124875,25.911918857,14.8874464793,30.9723211256,27.4297760364,30.9723211256
64,5.24,1.15153360135,20.4875,259,0.0,21.0041666667,22.6368,3.25,2012,13.5103692987,1526.60627664,-45.6576216834,27.8398817581,-73.4975034415,0.186172177184,10.8016374198,0.407016994375,0.519138155562,0.626213183312,25.829047944,14.8064011506,30.0436063767,25.7288068451,30.0436063767
65,5.15,1.21018490213,20.2291666667,260,0.0,20.8333333333,21.8736,2.62916666667,2012,13.2040722879,1487.3795603,-46.2287414448,27.0194551197,-73.2481965646,-0.131216381234,10.398089691,0.4060040095,0.51800606275,0.62354924175,24.79,15.13,29.8415919078,25.690689534,29.8415919078
66,5.18,0.723931593445,17.5708333333,261,0.0,20.6041666667,21.9168,5.5375,2012,13.0140827859,1840.60078001,-41.9857408225,32.2970231249,-74.2827639474,0.780202094924,9.21399329261,0.404991024625,0.516873969938,0.620885300187,25.693452012,14.641839746,29.1524148971,25.5199421111,29.1524148971
67,5.0,0.73873231121,17.0958333333,262,0.0,20.2708333333,21.8448,5.21666666667,2012,12.6302126473,1929.61677154,-38.7022693254,31.9197371398,-70.6220064652,0.748905290073,8.97195570011,0.40397803975,0.515741877125,0.618221358625,25.6407269929,14.55832367,28.6181616474,24.7413824082,28.6181616474
68,4.96,0.788119540247,18.1416666667,263,0.0,20.1875,21.8448,4.36666666667,2012,12.5521286121,1741.56228754,-42.8189382834,31.6034164687,-74.4223547521,0.55762102563,8.96248753602,0.402965054875,0.514609784313,0.615557417063,25.5980506052,14.4739840116,28.8193037497,24.9105547086,28.8193037497
69,5.08,0.970320434157,19.0541666667,264,0.0,20.1916666667,21.5208,3.80416666667,2012,12.4352822467,1857.28633854,-43.4853866877,31.3996059366,-74.8849926243,-0.101009114452,9.66674287908,0.40195207,0.5134776915,0.6128934755,25.5654228487,14.3888207708,29.2802251707,25.4728448729,29.2802251707
70,4.77,1.21776214551,20.7833333333,265,0.0,20.3541666667,19.656,2.8375,2012,11.4887827786,1741.60112796,-39.3897865508,28.410166304,-67.7999528548,-0.858042250331,9.46182959831,0.400939085125,0.512345598687,0.610229533938,25.5428437236,14.3028339475,30.3312232092,26.5449698481,30.3312232092
71,4.64,1.27422764474,21.4,266,0.0,20.4708333333,21.0852,1.88333333333,2012,12.8592516617,1585.79783892,-33.368970483,26.016115119,-59.385085602,0.166169153944,9.43264956853,0.39992610025,0.511213505875,0.607565592375,25.5303132298,14.2160235418,30.6816244362,26.9052986976,30.6816244362
72,4.53,1.29715150254,21.0875,267,0.0,20.5958333333,17.9748,2.0875,2012,10.7521154285,1898.77436282,-31.6638522853,27.5343289708,-59.1981812561,-1.04846308367,8.96126091423,0.398913115375,0.510081413062,0.604901650813,25.5278313672,14.1283895536,30.3993961919,26.7259478373,30.3993961919
73,4.43,0.900557777344,19.2333333333,268,0.0,20.4416666667,20.5632,3.0625,2012,11.7735983275,2275.1822254,-34.5461001451,31.5876121875,-66.1337123326,0.70837170349,8.44811582141,0.3979001305,0.50894932025,0.60223770925,26.17,13.83,29.3494375471,25.770166962,29.3494375471
74,4.73,1.04169106281,20.6833333333,269,0.0,20.4583333333,19.5084,3.01666666667,2012,10.8721738651,2707.6453976,-33.1449097797,31.2411099531,-64.3860197328,-0.786526612404,9.09009257427,0.396887145625,0.507817227438,0.599573767688,25.5530135361,13.95065083,30.0370114053,26.2279401945,30.0370114053
75,4.07,0.808338112166,19.0541666667,270,0.0,20.4583333333,19.5372,2.24166666667,2012,11.5732072348,2481.71159154,-29.4379474305,30.8641195349,-60.3020669654,1.15008158703,7.92062068866,0.39587416075,0.506685134625,0.596909826125,25.5806775675,13.8605460946,29.9810783242,26.6382459406,29.9810783242
76,4.39,1.04778768045,21.3916666667,271,0.0,20.5375,19.5624,2.3,2012,11.6185138077,1976.85079824,-22.7612669196,29.9289238047,-52.6901907244,-0.331865739177,8.54154037771,0.394861175875,0.505553041813,0.594245884563,25.6183902302,13.7696177767,31.0865326486,26.8967435244,31.0865326486
77,4.93,0.793788209695,19.2208333333,272,0.0,20.6125,19.3428,4.77916666667,2012,11.3229943961,2101.26806406,-26.3163929507,33.9523413017,-60.2687342523,0.26013291094,7.80985307247,0.393848191,0.504420949,0.591581943,25.6661515242,13.6778658763,30.1352510855,25.9381865556,30.1352510855
78,4.34,1.04819513727,20.7583333333,273,0.0,20.3916666667,19.332,2.80833333333,2012,11.1983461673,1577.75215316,-28.0044811641,29.5302709178,-57.5347520819,0.484657498169,8.22158080031,0.391779573875,0.501708941125,0.590988958312,25.7239614495,13.5852903936,30.5921176006,26.1597831543,30.5921176006
79,4.37,1.36361915334,22.775,274,0.0,20.575,19.3392,1.49583333333,2012,11.5688897411,1250.88395844,-22.7200162147,26.178163468,-48.8981796827,-0.301953667761,8.56835672766,0.38971095675,0.49899693325,0.590395973625,25.7918200062,13.4918913284,31.5753947713,26.8077432279,31.5753947713
80,4.67,1.6576897491,23.525,275,0.0,20.6166666667,19.3608,1.47083333333,2012,11.4816889289,1122.91557377,-18.1367810871,27.0341016024,-45.1708826895,-0.762475261437,9.07365738665,0.387642339625,0.496284925375,0.589802988938,25.8697271941,13.3976686807,31.7139623709,26.9211187179,31.7139623709
81,4.23,1.48370536325,23.2,276,0.0,20.65,19.2384,1.17083333333,2012,11.5857850998,1054.88030717,-14.3528047738,27.1654353307,-41.5182401044,-0.301900213573,8.37093760502,0.3855737225,0.4935729175,0.58921000425,26.93,14.29,31.7965077435,27.0771941101,31.7965077435
82,5.11,1.30326545044,21.8625,277,0.0,20.6083333333,18.8568,3.35,2012,10.7699312399,1699.92609932,-13.4188976048,34.1018889734,-47.5207865782,-1.9762032606,9.52505811908,0.383505105375,0.490860909625,0.588617019563,26.0289987545,13.2067526381,30.9081227311,26.4123712421,30.9081227311
83,4.43,0.551483990271,17.4208333333,278,0.0,20.325,18.486,6.62083333333,2012,10.0981177801,1922.61190293,-16.3473272848,43.9174158351,-60.2647431199,0.647202708259,6.43650232403,0.38143648825,0.48814890175,0.588024034875,26.0569857084,13.1100592432,29.0181520181,25.0081803624,29.0181520181
84,3.99,0.577993251706,17.6458333333,279,0.0,19.95,17.3304,4.3625,2012,9.67893255751,1952.20988973,-13.6022233563,41.108262386,-54.7104857423,0.80843708024,6.35696414741,0.379367871125,0.485436893875,0.587431050187,26.041643875,13.0125422658,29.7416968209,26.6458065827,29.7416968209
85,3.84,0.62586094639,17.0166666667,280,0.0,19.7708333333,17.6004,3.56666666667,2012,9.96442970501,2090.18398169,-14.1044006047,39.6475751653,-53.75197577,0.484272907953,6.73652922564,0.377299254,0.482724886,0.5868380655,25.9829732542,12.914201706,28.9496793349,25.2253555817,28.9496793349
86,3.96,0.633364495369,17.1666666667,281,0.0,19.5916666667,18.1224,4.01666666667,2012,9.67974643353,2112.13964499,-11.6630625014,40.4303175005,-52.0933800019,0.406117807946,6.82223579117,0.375230636875,0.480012878125,0.586245080813,25.880973846,12.8150375638,28.7123711267,24.5219857184,28.7123711267
87,3.97,0.597963552383,16.8583333333,282,0.0,19.4458333333,18.0432,4.2375,2012,9.27567475245,1932.2690199,-12.748800501,42.342293688,-55.091094189,0.500661415708,6.22688939537,0.37316201975,0.47730087025,0.585652096125,25.7356456505,12.7150498391,28.2631117427,24.1031218485,28.2631117427
88,3.38,0.614977630687,16.7875,283,0.0,19.2833333333,17.6256,2.6,2012,9.13804965508,1700.66878093,-10.3687694987,36.4030515249,-46.7718210236,0.996269754184,6.54920636214,0.371093402625,0.474588862375,0.585059111438,25.5469886677,12.614238532,28.4236526115,24.583494949,28.4236526115
89,3.61,0.685596187884,17.3625,284,0.0,19.2416666667,17.2296,3.3625,2012,9.99504229747,1764.58991702,-9.19492764741,39.0272480684,-48.2221757158,1.03791201806,6.62416295501,0.3690247855,0.4718768545,0.58446612675,23.61,12.17,29.7546614999,26.5960590859,29.7546614999
90,2.09,0.344990511474,14.2916666667,285,0.0,19.0291666667,10.2024,4.97083333333,2012,4.40762522742,2052.61060511,5.19180796646,45.5045836278,-40.3127756613,-0.141587561848,3.32471273781,0.366956168375,0.469164846625,0.583873142062,25.0740674887,12.4106630431,29.3310977853,27.3396537944,29.3310977853
